id,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
659209,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,679 ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:05,"September 25 , 2015"
905676,Hold the Line ( Toadally Krossed Out Remix ) [ feat . Santigold and Mr. Lex ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Bonus Track Version ),"Electronic,Music,Hip-Hop / Rap , Rap , Rock , Alternative , Reggae , Dance , Modern Dancehall",$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .",2:53,2009,What U Like [ feat . Einstein ] [ Explicit ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",2:25,"June 3 , 2015"
304170,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014"
301187,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,House In The Hills ( feat . Curren $ y ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:52,"August 19 , 2014"
895667,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,The Origin of Parallax,James Newton Howard,Green Lantern : Original Motion Picture Soundtrack,Soundtracks,$ 1.29,WaterTower Music / Warner Bros. . Pictures,3:25,"June 14 , 2011"
14126,Thinking About You ( feat . Ayah Marar ),Calvin Harris,18 Months,"Dance , Music , House , Rock , Electronic",$ 1.29,2012 Sony Music Entertainment UK under exclusive license to Ultra Music / Roc Nation / Columbia Records,4:07,30-Oct-12,Thinking About You,Calvin Harris,18 Months [ Explicit ],Dance & Electronic,$ 1.29,( C ) 1995 Mercury Records Limited,4:07,"October 30 , 2012"
662010,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,No Days Off ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:05,"September 25 , 2015"
317011,Marry the Night,Lady Gaga,Born This Way,"Pop , Music , Rock , Dance",$ 1.29,‰ ãÑ 2014 Interscope Records,4:24,5-Aug-14,Marry The Night ( Zedd Remix ),Lady Gaga,Born This Way ( Special Edition ) [ + Digital Booklet ],"Dance & Electronic , Pop , House",$ 1.29,( C ) 2011 Interscope Records,4:20,"May 23 , 2011"
659548,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Time ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:38,"September 25 , 2015"
313836,Blue Jeans ( Penguin Prison Remix ),Lana Del Rey,Blue Jeans ( Remixes ) - EP,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:36,1-May-12,Blue Jeans ( RAC Mix ),Lana Del Rey,Blue Jeans Remixes,Alternative Rock,$ 1.29,( C ) 2015 Prophet Entertainment,3:38,"May 1 , 2012"
661819,Rewind ( feat . Monty ),Fetty Wap,Fetty Wap,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:36,,Time ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:38,"September 25 , 2015"
407811,Chains ( Dan Farber Remix ),Nick Jonas,Chains ( Dan Farber Remix ) - Single,"Dance , Music , R&B / Soul , Rock , Electronic",$ 1.29,"2014 Island Records , a division of UMG Recordings , Inc.",3:28,16-Sep-14,Chains ( Mike Hawkins Remix ),Nick Jonas,Chains ( Mike Hawkins Remix ),Dance & Electronic,$ 1.29,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",4:01,"September 16 , 2014"
448565,Your Mama Should 've Named You Whiskey,Luke Bryan,Crash My Party ( Deluxe ),"Country , Music , Contemporary Country",$ 1.29,2014 Capitol Records Nashville,3:42,12-Aug-14,Your Mama Should 've Named You Whiskey,Luke Bryan,Crash My Party ( Deluxe Version ),Country,$ 1.29,( C ) 2014 Capitol Records Nashville,3:44,"August 12 , 2014"
301988,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,KK ( feat . Project Pat & Juicy J ) [ Clean ],Wiz Khalifa,Blacc Hollywood [ Clean ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014"
855454,You 're Not My God,Keith Urban,Golden Road,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2002 Capitol Records Nashville,8:31,4-Oct-02,You 're Not My God,Keith Urban,Golden Road,Country,$ 1.29,( C ) 2002 Capitol Records Nashville,8:31,"October 4 , 2002"
29023,Because of Your Love,Kenny Chesney,Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,4:16,26-Sep-00,Run Thru Your Mind,Kenny Rogers,49 All Time Greatest Hits,"Country , Traditional Country , Cowboy",$ 0.89,( c ) 2008 Goldenlane Records,2:57,"August 1 , 2008"
661287,Rewind ( feat . Monty ),Fetty Wap,Fetty Wap,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:36,,Whateva ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:11,"September 25 , 2015"
823924,Put You In a Song,Keith Urban,Get Closer ( Deluxe Version ),"Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37",3:40,22-Feb-11,All For You,Keith Urban,Get Closer ( Deluxe Version ),Country,$ 1.29,( C ) 2011 Hit Red Records under exclusive license to Capitol Records Nashville,3:38,"February 22 , 2011"
661769,Rewind ( feat . Monty ),Fetty Wap,Fetty Wap,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:36,,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015"
221312,These Are the Days,Keith Urban,Be Here,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2004 Capitol Records Nashville,2:49,21-Sep-04,These Are The Days,Keith Urban,Be Here,"Country , Country Rock , Rock",$ 1.29,2004 Capitol Records Nashville,2:49,"September 21 , 2004"
905608,Ca n't Stop Now ( feat . Jovi Rockwell and Mr. Vegas ),Major Lazer,Guns Do n't Kill People ... Lazers Do,"Electronic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock",$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .",4:03,2009,Mary Jane [ feat . Mapei ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",3:27,"June 3 , 2015"
662232,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Rock My Chain ( feat . M80 ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:07,"September 25 , 2015"
301819,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,Hope ( feat . Ty Dolla $ ign ) [ Clean ],Wiz Khalifa,Blacc Hollywood [ Clean ],Rap & Hip-Hop,$ 0.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:25,"August 19 , 2014"
661081,Rewind ( feat . Monty ),Fetty Wap,Fetty Wap,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:36,,Rock My Chain ( feat . M80 ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:07,"September 25 , 2015"
942006,Cruise ( feat . Nelly ) [ Remix/Behind The Scenes ],Florida Georgia Line,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Album Only,"‰ ãÑ 2013 Big Machine Label Group , LLC",2:58,25-Nov-13,Cruise,Florida Georgia Line,Here 's To The Good Times ... This Is How We Roll,Country,$ 1.29,"( C ) 2013 Big Machine Label Group , LLC",3:29,"November 25 , 2013"
868708,I Told You So,Keith Urban,Greatest Hits ( Deluxe Edition ),"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ This compilation 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",4:02,8-Jan-08,Somebody Like You,Keith Urban,Greatest Hits - 18 Kids,Country,$ 1.29,"å © 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",5:23,"November 20 , 2007"
130112,Sound Bang ( feat . Machel Montano ),Major Lazer,Apocalypse Soon - EP,"Electronic,Music,Dance,Rock,Hip-Hop / Rap , Rap , Reggae , Modern Dancehall",$ 1.29,‰ ãÑ 2014 Secretly Canadian,3:54,25-Feb-14,Dale Asi ( feat . Mr. Fox ),Major Lazer,Apocalypse Soon,Dance & Electronic,$ 1.29,2014 Secretly Canadian,3:41,"February 25 , 2014"
938579,Rashi ( Outro ),Mark Ronson,Here Comes the Fuzz,"Dance,Music,Hip-Hop / Rap,Hip-Hop , Alternative Rap , R&B / Soul , Soul , Electronic",$ 0.99,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,2:01,29-Aug-03,Rashi ( Outro ),Mark Ronson,Here Comes The Fuzz [ Clean ],Dance & Electronic,$ 0.99,( c ) 2015 Karaoke Freaks,2:01,"August 29 , 2003"
894409,Protector of the Common Folk,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,3:35,10-Dec-13,Genesis of Good and Evil,James Newton Howard,Green Lantern : Original Motion Picture Soundtrack,Soundtracks,$ 1.29,WaterTower Music / Warner Bros. . Pictures,2:35,"June 14 , 2011"
660337,Rewind ( feat . Monty ),Fetty Wap,Fetty Wap,"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:36,,679 ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:07,"September 25 , 2015"
565705,Back To the Stars ( The Sound of Dubstep Darker 3 Edit ) [ feat . Steve Edwards ] [ Fei-Fei 's Feided Remix ],The Squatters,The Sound of Dubstep Darker 3 - Ministry of Sound,"Dance , Music",$ 1.29,2013 Ministry of Sound Recordings Limited,3:39,19-May-13,No Road Home / Seeing The Bomb,Empire Of The Sun,Empire Of The Sun ( Original Motion Picture Soundtrack ),Soundtracks,$ 0.99,2003 Nettwerk Productions,6:10,"December 1 , 1987"
662431,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,679 ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:07,"September 25 , 2015"
121910,Amnesia ( Live At Wembley ),5 Seconds of Summer,Amnesia - EP,"Pop , Music , Rock",$ 1.29,2014 Capitol Records Ltd.,3:53,5-Sep-14,Amnesia ( Live At Wembley ),5 Seconds Of Summer,Amnesia ( EP ),Pop,$ 1.29,( C ) 2014 Capitol Records Ltd.,3:53,"September 5 , 2014"
300040,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:19,"August 19 , 2014"
275757,Leave My Heart Out of This ( Buzz Junkies Remix ),Fifth Harmony,Better Together - The Remixes - EP,"Pop , Music , Rock , Teen Pop , Dance",$ 0.69,"2013 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",4:41,25-Nov-13,Leave My Heart Out Of This,Fifth Harmony,Better Together,Pop,$ 0.69,( C ) 2014 MTA Records Limited under exclusive licence to Mercury Records Limited,3:50,"October 18 , 2013"
888307,Ai n't Back Yet,Kenny Chesney,Greatest Hits II,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2010 Sony Music Entertainment,3:59,1-Mar-10,Do n't Happen Twice,Kenny Chesney,Greatest Hits,Country,$ 1.29,( C ) 2014 La industria Inc,3:23,"September 26 , 2000"
742168,Scare Me ( feat . Peaches & Timberlee ),Major Lazer,Free the Universe ( Extended Version ),"Electronic , Music , Rock , Reggae , Modern Dancehall , Dance",$ 1.29,‰ ãÑ 2013 Secretly Canadian / Mad Decent,3:00,18-Jun-13,Get Free ( feat . Amber of Dirty Projectors ),Major Lazer,Free the Universe,Dance & Electronic,$ 1.29,2013 Secretly Canadian / Mad Decent,4:50,"April 16 , 2013"
301818,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,Hope ( feat . Ty Dolla $ ign ) [ Clean ],Wiz Khalifa,Blacc Hollywood [ Clean ],Rap & Hip-Hop,$ 0.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:25,"August 19 , 2014"
663174,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Rock My Chain ( feat . M80 ) [ Explicit ],Fetty Wap,Fetty Wap [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:07,"September 25 , 2015"
300847,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:19,"August 19 , 2014"
397783,You Wo n't Find This,Carrie Underwood,Carnival Ride,"Country , Music , Rock , Pop , Contemporary Country",$ 0.99,‰ ãÑ 2007 19 Recordings Limited,3:21,22-Oct-07,I Told You So,Carrie Underwood,Carnival Ride,Country,$ 1.29,( C ) 1992 Psychopathic Records,4:17,"October 23 , 2007"
300812,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,"August 19 , 2014"
303218,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,"August 19 , 2014"
909123,Let 's Do This,Hannah Montana,Hannah Montana : The Movie ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,‰ ãÑ 2009 Walt Disney Records,3:32,24-Mar-09,Let 's Get Crazy,Hannah Montana,Hannah Montana 3,Soundtracks,$ 1.29,( C ) 2009 Disney,2:35,"July 7 , 2009"
130097,Sound Bang ( feat . Machel Montano ),Major Lazer,Apocalypse Soon - EP,"Electronic,Music,Dance,Rock,Hip-Hop / Rap , Rap , Reggae , Modern Dancehall",$ 1.29,‰ ãÑ 2014 Secretly Canadian,3:54,25-Feb-14,Come On To Me ( feat . Sean Paul ),Major Lazer,Apocalypse Soon,Dance & Electronic,$ 1.29,2014 Secretly Canadian,3:33,"February 25 , 2014"
761424,Get Busy Living or Get Busy Dying ( Do Your Part to Save the Scene and Stop Going to Shows ),Fall Out Boy,From Under the Cork Tree,"Alternative , Music , Punk",$ 0.99,‰ ãÑ 2005 The Island Def Jam Music Group,3:27,3-May-05,Of All The Gin Joints In All The World,Fall Out Boy,From Under The Cork Tree,Rock,$ 1.29,( C ) 2005 The Island Def Jam Music Group,3:11,"May 3 , 2005"
714421,The Heart Wants What It Wants ( Official Video ),Selena Gomez,For You,"Pop , Music , Teen Pop , Dance , Rock",$ 1.99,"2014 Hollywood Records , Inc.",4:35,24-Nov-14,Come & Get It,Selena Gomez,For You,Pop,$ 1.29,"( C ) 2014 Hollywood Records , Inc.",3:51,"November 24 , 2014"
905730,Hold the Line ( Toadally Krossed Out Remix ) [ feat . Santigold and Mr. Lex ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Bonus Track Version ),"Electronic,Music,Hip-Hop / Rap , Rap , Rock , Alternative , Reggae , Dance , Modern Dancehall",$ 1.29,"‰ ãÑ 2009 Downtown Music , LLC .",2:53,2009,Pon De Floor [ feat . Vybz Kartel ],Major Lazer,Guns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronica , Dance & Electronic",$ 1.29,"( C ) 2009 Downtown Music , LLC .",3:33,"June 3 , 2015"
563900,Staring At the Sun,TV on the Radio,Entourage : Music from and Inspired By the Hit HBO Original Series,"Hip-Hop/Rap , Music , Soundtrack",Album Only,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:58,7-Aug-07,The British Grenadiers,Empire Of The Sun,Empire Of The Sun ( Original Motion Picture Soundtrack ),Soundtracks,$ 0.99,2003 Nettwerk Productions,2:29,"December 1 , 1987"
661386,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,How We Do Things ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:31,"September 25 , 2015"
530561,Till Dawn ( Here Comes the Sun ),The Weeknd,Echoes of Silence,"R&B / Soul , Music , Contemporary R&B , Rock",$ 1.29,"2015 The Weeknd XO , Inc.",5:19,17-Feb-15,XO / The Host [ Explicit ],The Weeknd,Echoes Of Silence [ Explicit ],R&B,$ 1.29,"( C ) 2015 The Weeknd XO , Inc.",7:24,"February 17 , 2015"
515396,Erase ( Samantha Ronson Remix ) [ feat . Priyanka Chopra ] [ feat . Priyanka Chopra ],The Chainsmokers,Erase ( Samantha Ronson Remix ) [ feat . Priyanka Chopra ] - Single,"Pop , Music",$ 1.29,2012 Interscope Records,4:09,4-Dec-12,Do n't Play No Game That I Ca n't Win ( Major Lazer Remix Edition ) [ feat . Santigold ] [ Explicit ],The Beastie Boys,Do n't Play No Game That I Ca n't Win ( Remix EP ) [ feat . Santigold ] [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2011 Capitol Records , LLC and Beastie Boys",4:04,"August 12 , 2011"
742244,Sweat ( feat . Laidback Luke & Ms. Dynamite ),Major Lazer,Free the Universe ( Extended Version ),"Electronic , Music , Rock , Reggae , Modern Dancehall , Dance",$ 1.29,‰ ãÑ 2013 Secretly Canadian / Mad Decent,4:29,18-Jun-13,Jessica ( feat . Ezra Koenig ),Major Lazer,Free the Universe,Dance & Electronic,$ 1.29,2013 Secretly Canadian / Mad Decent,4:13,"April 16 , 2013"
28317,Because of Your Love,Kenny Chesney,Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,4:16,26-Sep-00,Last Few Threads Of Love,Kenny Rogers,49 All Time Greatest Hits,"Country , Traditional Country , Cowboy",$ 0.89,( c ) 2008 Goldenlane Records,2:23,"August 1 , 2008"
946314,Headphones,Florida Georgia Line,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2013 Big Machine Label Group , LLC",3:44,25-Nov-13,Headphones,Florida Georgia Line,Here 's To The Good Times ... This Is How We Roll,Country,$ 1.29,"( C ) 2013 Big Machine Label Group , LLC",3:43,"November 25 , 2013"
820097,Sugar ( Mondotek Remix Dub ),Flo Rida,Sugar Remixes ( feat . Wynter ),"Hip-Hop/Rap , Music , Dirty South , Dance",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:42,2-Jun-09,Gdfr ( Feat . Sage The Gemini & Lookas ) [ K. Theory Remix ],Flo Rida,Gdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:08,"January 21 , 2015"
302571,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14,We Dem Boyz [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:45,"August 19 , 2014"
950135,Stay ( Behind The Scenes ),Florida Georgia Line,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Album Only,"‰ ãÑ 2013 Big Machine Label Group , LLC",4:23,25-Nov-13,Here 's To The Good Times,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012"
300850,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:15,19-Aug-14,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:19,"August 19 , 2014"
30262,Because of Your Love,Kenny Chesney,Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",$ 0.99,2000 BMG Entertainment,4:16,26-Sep-00,King Of Oak Street,Kenny Rogers,49 All Time Greatest Hits,"Country , Traditional Country , Cowboy",$ 0.89,( c ) 2008 Goldenlane Records,4:04,"August 1 , 2008"
