id,label,left_id,left_title,left_manufacturer,left_price,right_id,right_title,right_manufacturer,right_price
1001,0,271,microsoft office small business 2007,microsoft software,735.33,904,microsoft office 2004 standard,,369.99
1002,0,1241,quicken legal business pro 2007,nolo press,79.99,3162,business plan pro ( r ) 2004,,99.87
1003,1,376,printmaster gold v 17.0,nova development,19.95,2638,printmaster gold v 17.0 ( win 98 me 2000 xp ),,19.95
1004,0,565,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
1005,0,1050,middle school advantage 2008,encore,39.99,2345,encore software 12371 encore middle school advantage 2008 training/wbt pc,,33.97
1006,0,146,microsoft mappoint 2006 standard edition,microsoft,299.0,1120,microsoft academic microsoft office project 2003 standard,,69.95
1007,0,1078,3d home architect home v. 8 by encore software,encore software,39.99,2438,punch software 17100 punch ! super home suite v. 3.0 complete product architectural 1 user complete productcomplete productstandard english pc,,45.97
1008,0,523,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,3093,microsoft ( r ) windows vista ( tm ) home basic,,99.99
1009,0,960,make music finale 2008 academic,emedia,350.0,377,filemaker pro 8.5 academic,,145.99
1010,1,990,power production storyboard artist 4,power production,,2243,power production power production storyboard artist software animation software,,498.95
1011,0,514,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,3175,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87
1012,0,970,computrace lojack for laptops : 3 year subscription,absolute software,99.99,2219,absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher,,44.97
1013,0,829,avid liquid vs 7 software,avid technology,888.75,153,macspeech ilisten software,,99.99
1014,0,967,mavis beacon teaches typing 16,broderbund,19.99,2830,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
1015,0,956,apple logic pro 7.2 retail,apple,999.0,806,apple software t9163ll/a logic pro 6,apple software,809.0
1016,0,1130,adobe cs3 design premium macosx dvd,adobe,599.0,946,adobe cs3 design standard upgrade,,413.99
1017,0,1139,cakewalk sonar 6 producer ed,cakewalk,799.0,2167,cakewalk sonar 6 studio edition software music production software,,279.95
1018,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2616,avid xpress pro video editing software for mac and windows professional editing software,,1449.0
1019,0,866,system care professional,avanquest,49.95,352,adobe cs3 flash professional,,724.99
1020,0,1186,adobe creative suite cs3 web standard [ mac ],adobe,999.0,430,adobe cs3 web standard upgrade,,413.99
1021,0,88,total training for adobe creative suite 3 : design premium bundle,total training,299.99,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
1022,0,1341,instant immersion hawaiian audio,topics entertainment,,2501,instant immers french dlx 2,,27.57
1023,0,1179,microspot x-rip ( mac ),microspot ltd,349.99,2821,microsoft excel 2007 ( pc ),,229.95
1024,0,176,instant immersion japanese ( audio book ),topics entertainment,,2501,instant immers french dlx 2,,27.57
1025,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,2600,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
1026,0,823,microsoft word 2004 upgrade ( mac ),microsoft,109.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99
1027,1,675,art explosion 600 000 images,nova development,79.99,258,nova development corp art explosion 600000 images,,72.86
1028,0,3,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,787,peachtree software vernfp2008rt sage peachtree premium accounting 2008 for nonprofits financial management pc,,540.97
1029,0,646,instant immersion german audio,topics entertainment,,1655,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,23.61
1030,0,90,emc retrospect 7.5 professional for windows upgrade,dantz,,533,adobe acrobat v8 .0 professional for mac,,405.99
1031,0,627,reader rabbit kindergarten version 1.1,the learning company,9.99,3007,reader rabbit reading learning system 2007,,12.95
1032,0,324,reader rabbit preschool,the-learning-company,29.99,3007,reader rabbit reading learning system 2007,,12.95
1033,1,600,apple . mac 4.0 online service family pack,apple,179.95,515,apple . mac 4.0 family pack ( new or renewal ),,145.99
1034,0,1269,punch 5 in 1 home design,punch ! software,39.99,1039,punch software 25100 punch ! master landscape and home design,punch software,45.99
1035,0,515,instant immersion spanish deluxe 2.0,topics entertainment,49.99,1655,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,23.61
1036,0,605,microsoft word 2004 ( mac ),microsoft,229.99,3190,microsoft ( r ) mappoint ( r ) 2006,,249.99
1037,0,862,cakewalk project5 version 2,cakewalk,259.0,2197,cakewalk sonar 6 producers edition software music production software,,459.95
1038,0,661,adobe cs3 design standard macosx dvd,adobe,399.0,430,adobe cs3 web standard upgrade,,413.99
1039,0,905,efrontier anime studio pro ( win/mac ),efrontier,199.99,467,allume anime studio 5,,44.99
1040,1,1179,microspot x-rip ( mac ),microspot ltd,349.99,896,microspot x-rip large format print driver for os x,,335.99
1041,0,572,adobe dreamweaver cs3 upgrade,adobe,199.0,923,adobe indesign cs3 for mac upgrade from pagemaker,,205.99
1042,0,636,mavis beacon teaches typing deluxe v17,encore software,39.99,2527,encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac,,18.97
1043,0,609,quicken 2007 for mac,intuit,69.95,366,allume poser 6 for mac,curious-labs-inc .,169.99
1044,0,45,elementary school success deluxe 2006,topics entertainment,49.99,2869,elementary school space the universe ( pc/mac ) fogware,,9.99
1045,0,946,the print shop 21 deluxe by broderbund,encore software,,2547,encore software 10072 mavis beacon typing 17 deluxe by broderbund,,33.97
1046,0,515,instant immersion spanish deluxe 2.0,topics entertainment,49.99,836,topics entertainment instant immersion ingles audio deluxe,,17.55
1047,0,536,adobe photoshop elements 4.0 ( mac ),adobe,89.99,2606,adobe photoshop cs3 extended software full version for macintosh,,969.0
1048,0,316,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,268,ca internet security suite plus 2008 w / $ 10000 warranty,,92.2
1049,0,257,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,92,babnur1111s01 brightstor arcserve backup for netware w/sp1 v. 11.1 version upgrade pac,,379.23
1050,0,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,3024,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
1051,0,1281,palo alto business plan pro 2007,palo-alto-software,99.95,1031,palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc,palo-alto-software,149.97
1052,0,26,adobe premiere pro cs3 upgrade,adobe,299.0,946,adobe cs3 design standard upgrade,,413.99
1053,0,614,microsoft works suite 2006,microsoft,99.0,1207,microsoft ( r ) works suite 2006,,99.99
1054,0,256,hallmark card studio 2005 deluxe,sierra home,49.99,1770,hgw hallmark card studio 2005 deluxe complete package 1 user cd win,,47.43
1055,0,231,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ),hewlett packard,,1912,83076 smarterm enterprise suite v. 12.1 upgrade license 1 user win,,146.42
1056,0,604,microsoft office small business 2007 full version,microsoft,449.95,2332,designing forms with microsoft office infopath 2007,,36.39
1057,0,1198,quickbooks point-of-sale basic 6.0,intuit,799.95,3092,quickbooks ( r ) pro 2007,,179.99
1058,0,109,instant immersion french 2.0,topics entertainment,29.99,2851,instant immersion spanish 2.0 topics,,19.99
1059,0,803,adobe creative suite cs3 master collection [ mac ],adobe,2499.0,3161,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96
1060,0,823,microsoft word 2004 upgrade ( mac ),microsoft,109.99,2847,microsoft office visio standard 2007 ( pc ),,249.95
1061,1,538,apple iwork '06 ( mac dvd ),apple,79.0,995,apple iwork '06,,79.99
1062,0,788,hoyle puzzle & board games,encore software,19.95,2742,freeverse software 4015 big bang board games,freeverse software,18.99
1063,0,1284,punch ! master landscape & home design,punch ! software,99.99,2490,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97
1064,0,578,microsoft office excel 2007,microsoft,229.95,2850,microsoft office 2004 for students and teachers ( mac ),,134.99
1065,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,750,adobe photoshop elements 4.0 photo-editing software for mac,,85.95
1066,1,753,microsoft office & windows training professional,topics entertainment,49.95,1497,microsoft office and windows training professional,,29.99
1067,0,26,adobe premiere pro cs3 upgrade,adobe,299.0,257,adobe cs3 after effects upgrade,,306.99
1068,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,1427,punch software 85100 punch!master landscape pro v10 and home design,,59.97
1069,1,892,adobe premiere pro cs3,adobe,799.0,800,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows,,723.95
1070,0,558,instant immersion spanish 2.0,topics entertainment,29.99,1475,instant immersion japanese ( audio book ) ( audio book ),,19.95
1071,0,614,microsoft works suite 2006,microsoft,99.0,3091,microsoft ( r ) word 2007,,109.99
1072,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,1162,microsoft ( r ) access 2007,,109.99
1073,0,616,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,2816,microsoft word 2007 upgrade ( pc ),,109.95
1074,0,524,apple final cut express hd 3.5 ( mac ),apple computer,299.0,327,apple final cut studio 2 upgrade from final cut pro,,699.99
1075,0,588,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,2393,adobe production premium cs3 software suite for mac av production software,,1698.95
1076,0,1284,punch ! master landscape & home design,punch ! software,99.99,2161,instant landscape design 3.0,,17.9
1077,0,814,business plan writer deluxe 8.0 2005,nova development,99.99,3145,palo alto business plan pro 2007,,83.99
1078,1,712,spongebob squarepants typing 2008 win/mac,encore software,19.95,401,encore inc spongebob squarepants typing fun,,17.1
1079,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,904,microsoft office 2004 standard,,369.99
1080,0,1001,printmaster 17 platinum by encore software,encore software,39.99,2067,encore software 11941 the print shop zoom,,17.97
1081,0,952,nero 7 ultra edition enhanced,nero inc.,99.99,1844,70009 nero ultra edition enhanced v. 7 complete package 1 user cd win,,87.76
1082,1,542,apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,1504,ilife '06 mac apple ma166z/a,,47.8
1083,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,1207,microsoft ( r ) works suite 2006,,99.99
1084,0,1044,hoyle puzzle & board games 2007,encore software,19.99,2540,encore software 10565 hoyle card games 2007 win 98 me 2000 xp,,18.97
1085,0,67,netgear vpn01l vpn client software,netgear,89.99,1072,software,,112.95
1086,0,155,softgrid cal for ts 4.1 english mlp 20 user cal,microsoft,,1893,vbc-00002 microsoft softgrid for terminal services v. 4.1 license 20 user cals -,,419.8
1087,0,944,registry mechanic by encore software,encore software,46.52,741,3d home architect home v. 8by encore software,,33.92
1088,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,1842,29300183dm adobe creative suite 3 design standard media tlp tlp nonprofit download -,,20.97
1089,0,565,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,960,adobe cs3 web premium academic,,479.99
1090,1,682,mozy 3.0,simply-put-software-llc,,272,simply put software llc mozy 3.0,simply-put-software-llc,43.3
1091,0,1266,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,1085,sony media software sound forge 9 digital audio production suite music production software,,299.95
1092,0,1322,adobe creative suite cs3 design premium upsell,adobe,1599.0,960,adobe cs3 web premium academic,,479.99
1093,0,501,microsoft digital image suite plus [ lb ],microsoft software,129.95,2195,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
1094,0,793,hoyle south beach solitaire,encore,9.99,671,encore inc hoyle solitaire,,7.83
1095,0,1118,adobe creative suite cs3 master collection upsell,adobe,1999.0,1146,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0
1096,1,115,encyclopedia britannica deluxe 2008 win/mac,avanquest,29.95,1685,britannica deluxe 2008,,26.5
1097,0,572,adobe dreamweaver cs3 upgrade,adobe,199.0,3138,adobe dreamweaver cs3 complete package 1 user academic cd mac,,189.0
1098,1,692,sunset boulevard,yamaha,31.95,425,mike garson andrew lloyd webber andrew lloyd webber favorites featuring sunset boulevard,,23.59
1099,0,981,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,2501,instant immers french dlx 2,,27.57
1100,0,605,microsoft word 2004 ( mac ),microsoft,229.99,3215,microsoft ( r ) money 2007 deluxe,,49.99
1101,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2600,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
1102,0,490,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,3194,microsoft ( r ) project standard 2007,,349.95
1103,0,1229,adobe photoshop cs2 advanced techniques by julieanne kost,software cinema,,444,adobe photoshop cs3 extended for mac academic,,295.99
1104,0,774,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0,1150,adobe acrobat 7.0 standard academic mac,,98.99
1105,0,521,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,1968,sql server std 2005 5-clt x64 microsoft 228-04013,,1471.93
1106,0,287,sibelius 5 professional edition,sibelius-software-ltd .,599.0,1525,crystal reports xi professional edition complete package,,537.57
1107,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,891,microspot macdraft professional edition,,249.99
1108,1,360,fun for kids : preschool kindergarten featuring disney,topics entertainment,29.99,2856,fun for kids featuring disney preschool to kindergarten topics,,29.99
1109,0,1082,pitstop pro 7.0 upgr 5.x or below,enfocus software,299.0,2053,enfocus software pp7.0-ug-001 pitstop pro 7.0 upgr 6.x or higher,,171.97
1110,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,192,adobe cs3 flash professional upgrade,,205.99
1111,0,866,system care professional,avanquest,49.95,3172,ghostsurf professional utilities software,,29.92
1112,1,1263,photoedit 2 ( mac ),macware,29.99,458,summitsoft corp photoedit 2,,26.14
1113,0,897,adobe creative suite cs3 production premium upsell,adobe,1199.0,372,adobe premiere pro cs3 upgrade,,308.99
1114,0,1225,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,499.95,1059,sony media software acid music studio 7 software music production software,,69.95
1115,1,698,morpheus photo animation suite,smith-micro-software-inc .,49.99,414,allume morpheus photo animation suite,smith-micro-software-inc .,41.99
1116,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,1170,microsoft ( r ) works suite 2005,,99.99
1117,0,536,adobe photoshop elements 4.0 ( mac ),adobe,89.99,1180,adobe ( r ) photoshop ( r ) 7.0 upgrade for pc,,679.99
1118,0,136,upgrade robohelp server 6 win ue 1u,adobe,3609.98,1888,38038983 adobe robohelp server v. 6.0 upgrade package 1 user cd win inter,,1070.64
1119,0,1311,zonealarm pro firewall,zone labs,39.99,2956,zonealarm wireless security 2005,,9.95
1120,0,361,adobe creative suite cs3 web standard upsell,adobe,799.0,1017,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0
1121,0,305,tonka raceway xp compatible ( jewel case ),hasbro interactive,29.95,3108,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
1122,0,145,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,2853,microsoft windows xp professional edition ( upgrade ),,199.99
1123,1,411,podmaxx '07,bling,29.99,2872,podmaxx '07 eb carlson,,29.99
1124,0,467,sat act and psat 2007 platinum,topics entertainment,58.5,2495,sat act & psat 2007 platinum,,29.85
1125,0,562,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,3077,adobe dreamweaver cs3 complete package 1 user academic cd windows,,189.0
1126,1,1067,evergirl,thq,14.99,12,evergirl : pc cd-rom video game,,14.99
1127,0,620,adobe premiere pro cs3,adobe,799.0,893,adobe cs3 design premium upgrade,,619.99
1128,0,543,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,485,adobe illustrator cs3 upgrade from freehand for mac,,206.99
1129,0,731,instant immersion italian platinum,topics entertainment,129.99,3023,instant immers japanese dlx 2 .,,36.11
1130,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,371,adobe photoshop cs3 for mac upgrade,,189.99
1131,0,316,f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,1484,oem internet security suite 2007 3-user single pack,,32.85
1132,0,535,microsoft windows live onecare 1.5 online pc care subscription [ 12 months ],microsoft,49.95,1930,ze4-00004 microsoft xbox live gold subscription card subscription license 3 months -,,22.5
1133,0,1264,punch ! professional home design suite,punch ! software,69.99,2720,punch software 90500 home design studio mac,punch software,135.99
1134,0,876,adobe soundbooth cs3 [ mac ],adobe,199.0,358,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
1135,0,731,instant immersion italian platinum,topics entertainment,129.99,2501,instant immers french dlx 2,,27.57
1136,1,529,zoo tycoon 2 : marine mania expansion,microsoft,19.99,1600,zoo tycoon for windows,,25.99
1137,0,1114,webroot spy sweeper antispyware 5.x,webroot software,29.95,2264,webroot software inc 31250 spy sweeper spanish win 2000 xp,,25.97
1138,0,761,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,1864,124-00458 microsoft visual studio team edition 2005 for software developers complete pac,,5159.29
1139,0,1275,punch ! super home suite,punch ! software,49.99,1433,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
1140,0,661,adobe cs3 design standard macosx dvd,adobe,399.0,3161,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96
1141,0,943,rome total war gold edition,sega-of-america-inc .,19.99,3198,xbox 360 : call of action 3 gold edition,,59.99
1142,0,1028,makemusic finale 2007 win/mac,emedia,600.0,575,makemusic finale 2007 academic create edit and print sheet music,,269.0
1143,0,1244,peachtree by sage pro accounting 2007,sage software,169.99,1066,sage software peachtree premium accounting 2007 software for windows tax & finance software,,469.95
1144,1,123,master server-upg,novastor corporation,,1740,master server-upg,,174.99
1145,0,667,toysight gold for isight : includes 15 games ( mac ),freeverse software,29.99,1422,freeverse software 5014 toysight gold ( mac 10.2 or higher ),,22.97
1146,0,772,adobe illustrator cs3 [ mac ],adobe,599.0,371,adobe photoshop cs3 for mac upgrade,,189.99
1147,0,1089,e-mu em8685 beat garden x emulator x2/proteus x2 soundset,e-mu,129.99,790,e-mu modern symphonic orchestra for emulator x and proteus x sounds for software,,329.99
1148,0,855,micromat podlock ( mac ),micromat,69.0,1816,microspot interiors ( mac 10.2 or later ),,99.95
1149,0,208,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,744,prw photo explosion deluxe v. 3.0 complete package 1 user cd win,,47.6
1150,0,1131,power production storyboard quick,power production,,2390,power production power production storyboard artist v4 .2 software animation software,,749.0
1151,1,736,adobe creative suite cs3 production premium upgrade,adobe,799.0,3017,production prem cs3 mac upgrad,,808.15
1152,0,6,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,254,adobe cs3 web standard upsell,,819.99
1153,1,456,clickart fonts ( 2006 ) by encore,encore software,19.99,2550,encore software 10463 clickart fonts ( 2006 ) by encore,,17.97
1154,0,578,microsoft office excel 2007,microsoft,229.95,2833,microsoft office accounting professional 2007 ( pc ),,229.95
1155,0,6,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,1675,adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227,,185.32
1156,0,145,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,2959,microsoft windows vista business full version,,249.95
1157,0,319,poetry fiction and drama ( win/mac ) ( jewel case ),fogware publishing,9.99,3108,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
1158,0,1264,punch ! professional home design suite,punch ! software,69.99,2490,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97
1159,0,393,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,1105,microsoft visual basic . net standard 2003,,108.95
1160,0,736,adobe creative suite cs3 production premium upgrade,adobe,799.0,452,adobe cs3 production premium upsell,,1234.99
1161,0,819,mavis beacon 17 standard,encore software,19.95,2527,encore software 10075 encore mavis beacon teaches typing v. 17.0 standard typing tutor pc mac,,18.97
1162,0,546,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,2395,adobe premiere elements 3 video editing software for windows consumer video editing software,,99.95
1163,0,804,digidesign music production toolkit ( pro tools le ),digidesign,495.0,3024,sibelius sibelius 5 software music production software,sibelius-software-ltd .,449.95
1164,1,91,iriscard pro business card scanner,iris,199.99,1681,iris card pro,navarre distribution services,198.87
1165,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,1585,microsoft office and windows training ( win 98 me nt 2000 xp ),,29.95
1166,0,541,microsoft onenote 2007,microsoft,99.95,2195,microsoft microsoft office 2004 software suite mac apple & mac software,,399.95
1167,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,426,adobe cs3 production premium upgrade,,822.99
1168,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,1120,microsoft academic microsoft office project 2003 standard,,69.95
1169,0,350,adobe creative suite cs3 design standard upsell [ mac ],adobe,899.0,70,29270077 adobe creative suite 3 web standard product upgrade package 1 user upgrade,,843.15
1170,0,1139,cakewalk sonar 6 producer ed,cakewalk,799.0,2212,cakewalk sonar 5 producer edition competative upgrade music production software,,299.0
1171,0,79,ca internet security suite 2007 3 user,computer associates,69.95,3033,quickbooks pro 2007 3 user,,409.52
1172,0,109,instant immersion french 2.0,topics entertainment,29.99,647,topics entertainment instant immersion hawaiian audio,,12.05
1173,0,1322,adobe creative suite cs3 design premium upsell,adobe,1599.0,1017,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0
1174,0,88,total training for adobe creative suite 3 : design premium bundle,total training,299.99,1554,total training for advanced flash 8 action script,,99.99
1175,0,578,microsoft office excel 2007,microsoft,229.95,904,microsoft office 2004 standard,,369.99
1176,0,79,ca internet security suite 2007 3 user,computer associates,69.95,1171,symantec ( tm ) norton internet security ( tm ) 2005 3-user,,119.99
1177,0,1176,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,2684,iparrot spanish/english phrase translator software for ipod ipod software,,19.95
1178,1,1248,american idol extreme music creator,sony media,49.95,1065,sony media software american idol extreme music creator software music production software,,49.95
1179,0,35,the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,2108,the printshop 20,,19.9
1180,0,1196,individual small business advantage deluxe 2006,individual,49.99,875,individual software inc typing instructor deluxe j/c,,6.84
1181,0,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,1853,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,,424.74
1182,0,557,adobe creative suite cs3 production premium,adobe,1699.0,1678,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
1183,0,1262,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,426,adobe cs3 production premium upgrade,,822.99
1184,0,327,world of wild cats,arc media inc.,19.95,3114,world of wild cats,,8.95
1185,0,24,data protection suite,stomp inc,69.99,2334,arcserve bkup protection suite exch r11 .5 upg-v prod only,,2249.99
1186,0,1284,punch ! master landscape & home design,punch ! software,99.99,204,punch software pro home design suite,,61.8
1187,0,1213,money home & business 2007 win32 eng na mini box us only cd,microsoft,139.43,141,money prem 2007 cd minibox,microsoft,63.99
1188,0,615,adobe creative suite cs3 design standard upgrade,adobe,399.0,1853,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,,424.74
1189,1,785,jewels of cleopatra,encore software,19.95,2576,encore software 11861 jewels of cleopatra win xp vista,,18.97
1190,0,950,apple logic pro 7.2 upgrade,apple,299.0,531,adobe cs3 web premium upgrade,,517.99
1191,0,923,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,954,adobe dreamweaver cs3 upgrade,,205.99
1192,0,1055,high school advantage 2007,encore software,29.95,3132,spanish advantage 2007,,28.99
1193,1,365,english literature basics ( win/mac ) ( jewel case ),fogware publishing,9.99,2849,elementary school english literature basics ( pc/mac ) fogware,,9.99
1194,1,981,instant immersion italian v2 .0 ( large box ),topics entertainment,29.99,845,topics entertainment instant immersion italian 2.0,,17.55
1195,0,641,sims 2 nightlife expansion pack,aspyr media,34.99,2166,the sims expansion collection vol 1,,8.72
1196,0,1148,sibelius 4 professional edition,sibelius-software-ltd .,599.99,3089,systemsuite 6 ( tm ) professional mini,,49.99
1197,0,1232,sound forge 9.0,sony media,399.96,2452,sound studio 3 for mac,,79.99
1198,0,265,adobe indesign cs3 [ mac ],adobe,699.0,1792,27510889 adobe indesign cs3 v. 5 product upgrade package 1 user upgrade from,,214.55
1199,0,924,hoyle casino ( 2007 ),encore,19.99,2574,encore software 10673 hoyle casino 2007 win 98 me 2000 xp,,18.97
1200,0,1196,individual small business advantage deluxe 2006,individual,49.99,1397,individual software prm-bp5 business planmaker 2006 deluxe win 98 me 2000 xp,,42.97
1201,1,779,3d home architect landscape v. 8 by encore software,encore software,39.99,2573,encore software 10636 3d home architect landscape v. 8by,,25.97
1202,0,377,pc cillin internet sec 2007 lics large box 3u,trend micro,49.95,1907,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,,29.02
1203,0,532,quickbooks pro 2007 for mac ( mac ),intuit,199.95,1136,quicken ( r ) for mac 2007,,69.99
1204,0,1016,math success deluxe 2007,topics entertainment,39.99,3062,math learning system 2007,,15.95
1205,0,1130,adobe cs3 design premium macosx dvd,adobe,599.0,917,adobe cs3 design standard upsell,,934.99
1206,0,49,reference success deluxe 2006,topics entertainment,49.95,2060,elementary school success deluxe 2006,,15.9
1207,0,517,adobe photoshop cs3 [ mac ],adobe,649.0,1595,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65
1208,0,1105,punch ! master landscape & home design,punch ! software,59.99,2765,punch software 41100 punch ! home design architectural series 18,punch software,118.99
1209,0,287,sibelius 5 professional edition,sibelius-software-ltd .,599.0,352,adobe cs3 flash professional,,724.99
1210,0,142,ca brightstor arcserve backup r11 .1 for netware tape library option service pack,computer associates,,1809,babnbr1111s05 brightstor arcserve backup tape library option for netware w/sp1 v. 11.1 -,,643.42
1211,0,649,mcafee total protection 2007 3 users,mcafee,99.99,3033,quickbooks pro 2007 3 user,,409.52
1212,0,549,adobe acrobat capture 100 000 page pack,adobe,1514.99,2275,adobe 22101251dg glp acrobat capture v3 win cd set,,20.13
1213,0,753,microsoft office & windows training professional,topics entertainment,49.95,2791,adobe premiere pro cs3 video editing software for windows professional editing software,,798.95
1214,0,1080,adventure workshop 4th-6th grade 7th edition,encore software,19.99,185,encore inc adventure workshop preschool-1st grade 8th edition,,17.1
1215,0,1198,quickbooks point-of-sale basic 6.0,intuit,799.95,1402,quickbooks ( r ),,103.99
1216,0,541,microsoft onenote 2007,microsoft,99.95,2821,microsoft excel 2007 ( pc ),,229.95
1217,0,174,1pk internet sec ste 2007 oem,ca oem,,2865,mcafee internet security suite 2007 3-user ( pc ),,89.99
1218,0,274,instant immersion italian 2.0,topics entertainment,29.99,2501,instant immers french dlx 2,,27.57
1219,0,775,quake 4 ( mac ),aspyr media,39.99,2860,adobe illustrator cs3 ( mac ),,599.0
1220,0,1244,peachtree by sage pro accounting 2007,sage software,169.99,1061,sage software peachtree complete accounting 2007 software for windows tax & finance software,,249.95
1221,0,838,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,734,lfl-n2-12 computrace lojack for laptops subscription package 1 year 1 notebook m,,39.95
1222,0,269,microsoft publisher with digital imaging 2003 [ old version ],microsoft,209.99,1805,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,,88.8
1223,0,1167,micromat techtool protege with firewire device,micromat,,337,micromat techtool protogo,,109.99
1224,0,1158,burning monkey solitaire 2005 edition,freeverse software,24.99,920,freeverse burning monkey mahjong 3d,,24.99
1225,0,414,web radio recorder,magix entertainment,,2138,mp3 radio recorder for ipod,,22.9
